Name,Review,UpVotes,Rating,Date,Opinion Unit,Unsupervised labels
Terry Yim,Love this app the terms video format compatibility and playing quality and functions BUT very disappointing that the file sorting method limited name only other ways such asby date file type Thus function has never never been added any one the update,9.0,5.0,"December 16, 2019","[['love', 'app', 'terms', 'video', 'format', 'compatibility', 'playing', 'quality', 'functions'], ['but', 'disappointing', 'file', 'sorting', 'method', 'limited', 'name', 'ways', 'asby', 'date', 'file', 'type'], ['thus', 'function', 'never'], [], [], ['never', 'added', 'one', 'update']]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Jason Mumblow,This would easily five star app not for the issues that have surfaced ever since the recent updates most phones Now drops everytime the screen goes off unless you want your display screen company with this app both burning your battery simply listen your audio then,17.0,4.0,"December 17, 2019","[['this', 'would', 'easily', 'five', 'star', 'app', 'issues', 'surfaced', 'ever', 'since', 'recent', 'ui', 'updates', 'phones'], ['now', 'drops', 'everytime', 'screen', 'goes'], ['so', 'unless', 'want', 'display', 'screen', 'company', 'app', 'burning', 'battery', 'simply', 'listen', 'audio']]","['Bug', 'Redundant/NA', 'Redundant/NA']"
Anthony Vaclavicek,Whatever happened with the lastest update has rendered this app unusable Upon opening the app immediately starts scanning media and freezes permanently restarted cleared cache cleared files uninstalled and reinstalled disabled media scanning Nothing has worked Used use this dai,31.0,2.0,"January 2, 2020","[['whatever', 'happened', 'lastest', 'update', 'rendered', 'app', 'unusable'], ['upon', 'opening', 'app', 'immediately', 'starts', 'scanning', 'media', 'freezes', 'permanently'], ['i', 'restarted', 'cleared', 'cache', 'cleared', 'files', 'uninstalled', 'reinstalled', 'disabled', 'media', 'scanning'], ['nothing', 'worked'], ['used', 'use', 'dai']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Reperak,This one the best media players ever used done perfectly the codec optimized and videos play smooth butter expected the Android port dumbed down but isn lacking too many features Amazing work,15.0,1.0,"January 23, 2020","[['this', 'one', 'best', 'media', 'players', 'i', 'ever', 'used'], ['it', 'done', 'perfectly', 'codec', 'optimized', 'videos', 'play', 'smooth', 'butter'], ['i', 'expected', 'android', 'port', 'dumbed', 'lacking', 'many', 'features'], ['amazing', 'work']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Cloud Dancer,used this app for quite while now and loved but the new update kind destroyed everything When open the app automatically tilts everything the side and didnt find setting undo that And general just dont like the new look and how everything set and organized,24.0,5.0,"December 5, 2019","[['i', 'used', 'app', 'quite', 'loved', 'new', 'update', 'kind', 'destroyed', 'everything'], [], [], ['when', 'open', 'app', 'automatically', 'tilts', 'everything', 'side', 'didnt', 'find', 'setting', 'undo'], ['and', 'general', 'dont', 'like', 'new', 'look', 'everything', 'set', 'organized']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'neutral']"
Chile,very user friendly the best app for music and videos opinion hoping will advance the coming years,1.0,3.0,"February 17, 2020","[['it', 'user', 'friendly', 'it', 'best', 'app', 'music', 'videos', 'opinion', 'hoping', 'advance', 'coming', 'years']]",['Redundant/NA']
EthanJ Silver,After the new update half the features don work The Was polished tho guess that plus Scratch That Jan All the features used VLC for longer work doesn save the last played video playlist doesn save position video was playing doesn move,57.0,5.0,"January 9, 2020","[['after', 'new', 'update', 'half', 'features', 'work', 'the', 'ui', 'was', 'polished', 'tho', 'so', 'i', 'guess', 'plus', 'scratch', 'that', '9th', 'jan', '2020', 'all', 'features', 'i', 'used', 'vlc', 'longer', 'work'], ['it', 'save', 'last', 'played', 'video', 'playlist', 'save', 'position', 'video', 'i', 'playing', 'move']]","['Redundant/NA', 'Redundant/NA']"
Brian Sodke,This app has had really irritating problems for years and cannot even figure way they haven have fixed ANY the developers are actually using Sometimes videos will loop back certain point the video when they finished without the loop being turned any perceivable,55.0,1.0,"December 21, 2019","[['this', 'app', 'really', 'irritating', 'problems', 'years', 'i', 'even', 'figure', 'way', 'fixed', 'any', 'developers', 'actually', 'using'], ['sometimes', 'videos', 'loop', 'back', 'certain', 'point', 'video', 'finished', 'without', 'ab', 'loop', 'turned', 'perceivable', 'w']]","['Redundant/NA', 'Redundant/NA']"
Erick Asroid,Thank you plays any media format files issue far Fast simple though little slow when generating video thumbnails and need refresh when new files present the app still active set manually scan guess set auto scan then maybe will auto add into library Equali,878.0,2.0,"December 30, 2019","[['thank'], ['it', 'plays', 'media', 'format', 'files'], ['no', 'issue', 'far'], ['fast', 'simple', 'ui', 'though', 'little', 'slow', 'generating', 'video', 'thumbnails', 'need', 'refresh', 'new', 'files', 'present', 'app', 'still', 'active', 'i', 'set', 'manually', 'scan', 'i', 'guess', 'i', 'set', 'auto', 'scan', 'maybe', 'auto', 'add', 'library'], ['equali']]","['Redundant/NA', 'Redundant/NA', 'Support', 'Performance', 'Redundant/NA']"
Daniel Obadofin,Now this update worse than what you guys had The previous version lot better can get grid view for videos The new look while watching video lame bad You can just select play video audio You can sort videos date added and the one for music giving the wrong,155.0,5.0,"December 17, 2019","[['now', 'update', 'worse', 'guys'], ['the', 'previous', 'version', 'lot', 'better'], ['i', 'ca', 'get', 'grid', 'view', 'videos'], ['the', 'new', 'look', 'watching', 'video', 'lame', 'bad'], ['you', 'ca', 'select', 'play', 'video', 'audio'], ['you', 'ca', 'sort', 'videos', 'date', 'added', 'one', 'music', 'giving', 'wrong']]","['Bug', 'Redundant/NA', 'Redundant/NA', 'Bug', 'Redundant/NA', 'Redundant/NA']"
Bhavin Dalal,Earlier version had numbers equalizer for settings frequency which shows and bottom while changing frequency down every change frequency and down number changes which not their new update and difficult set customize equilizar per,51.0,1.0,"January 3, 2020","[['earlier', 'version', 'numbers', 'equalizer', 'settings', 'frequency', 'shows'], ['e', '0', '1', '2', 'bottom', 'changing', 'frequency'], ['on', 'every', 'change', 'frequency', 'number', 'changes', 'new', 'update', 'difficult', 'set', 'customize', 'equilizar', 'per', 'fi']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Michael Ayozie,Was really satisfied with the app until the last update messed things don know why you take perfectly fine app and make unnecessary downgrade changes all the name update vlc was perfectly okay and user friendly but the update changed that making annoying use updates,28.0,1.0,"December 12, 2019","[['was', 'really', 'satisfied', 'app', 'last', 'update', 'messed', 'things'], ['i', 'know', 'take', 'perfectly', 'fine', 'app', 'make', 'unnecessary', 'downgrade', 'changes', 'name', 'update', 'vlc', 'perfectly', 'okay', 'user', 'friendly', 'update', 'changed', 'making', 'annoying', 'use', 'updates']]","['Redundant/NA', 'Redundant/NA']"
Kasia Brian,Must scroll subtitle delay point should able just enter the subtitle delay value time number,3.0,3.0,"February 13, 2020","[['must', 'i', 'scroll', 'subtitle', 'delay', 'point'], [], [], ['i', 'able', 'enter', 'subtitle', 'delay', 'value', 'time', 'number'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Anthony Sonnier,Well everyone right This latest update sucks Used after the update and only loaded the albums currently have phone and wouldn scan directories find them Plus when browsing through said folders containing music they were showing empty was about,10.0,3.0,"December 8, 2019","[['well', 'everyone', 'right'], ['this', 'latest', 'update', 'sucks'], ['used', 'update', 'loaded', '1', '20', 'albums', 'i', 'currently', 'phone', 'would', 'scan', 'directories', 'find'], ['plus', 'browsing', 'said', 'folders', 'containing', 'music', 'showing', 'empty'], ['so', 'i']]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
carsten e,far the best media player Always used laptop and android Plays soo many formats Just brilliant One downside had with the last update phone was that the list playlists are now icons and can get them back normal text list Can find the setting for that anywhere,17.0,4.0,"December 26, 2019","[['by', 'far', 'best', 'media', 'player'], ['always', 'used', 'laptop', 'android'], ['plays', 'soo', 'many', 'formats'], ['just', 'brilliant'], ['one', 'downside', 'i', 'last', 'update', 'phone', 'list', 'playlists', 'icons', 'i', 'ca', 'get', 'back', 'normal'], ['ca', 'find', 'setting', 'anywhere'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
JKerman511,works perfectly for playing any file But can give stars because glaring flaw literally cannot find anything can click files file explorer and works perfectly but the second actually into the app says can find anything Playlists are now unusable,15.0,5.0,"December 23, 2019","[['it', 'works', 'perfectly', 'playing', 'file'], ['but', 'i', 'ca', 'give', '5', 'stars', 'glaring', 'flaw', 'literally', 'find', 'anything'], ['i', 'click', 'files', 'file', 'explorer', 'works', 'perfectly', 'second', 'i', 'actually', 'go', 'app', 'says', 'ca', 'find', 'anything'], ['playlists', 'unusable'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
ich moimeyo,Upgraded review stars now that Playlists have Display List Audio Still Seek Buttons can enabled Video especially audio podcasts that this needed for easily going back few seconds Will give stars when this enabled,31.0,3.0,"January 25, 2020","[['upgraded', 'review', '4', 'stars', 'playlists', 'display', 'list'], ['audio', 'still', 'seek', 'buttons', 'enabled', 'video'], ['it', 'especially', 'audio', 'podcasts', 'needed', 'easily', 'going', 'back', 'seconds'], ['will', 'give', '5', 'stars', 'enabled'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
shiva serpent,VLC all time favourite player Plays all formats Been using for years and now Android Will never change especially with the new ish download subtitles feature One problem though With previous version the subtitle delay was not working but with new version has been fixed,40.0,4.0,"January 7, 2020","[['vlc', 'time', 'favourite', 'player', 'plays', 'formats', 'been', 'using', 'years', 'pc', 'android', 'will', 'never', 'change', 'especially', 'download', 'subtitles', 'feature'], ['one', 'problem', 'though', 'with', 'previous', 'version', 'subtitle', 'delay', 'working', 'new', 'version', 'fixed'], [], [], ['b']]","['Feature Request', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Brian Andrews,Amazing application can listen watch every format seen may useful features,12.0,5.0,"February 4, 2020","[['amazing', 'application', 'listen', 'watch', 'every', 'format', 'i', 'seen'], ['so', 'may', 'useful', 'features'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
William Oyeyipo,have been updating this app anytime see any new update But after the last update the app just seems crash itself while still listening songs This should rectified fast because won like uninstall this app Thanks arrears,,5.0,"February 6, 2020","[['i', 'updating', 'app', 'anytime', 'see', 'new', 'update'], ['but', 'last', 'update', 'app', 'seems', 'crash', 'still', 'listening', 'songs'], ['this', 'rectified', 'fast', 'i', 'wo', 'like', 'uninstall', 'app'], ['thanks', 'arrears'], []]","['Redundant/NA', 'Bug', 'neutral', 'Redundant/NA', 'Redundant/NA']"
Leon Lightwing,Before the update loved this program now thinking uninstalling there was nothing wrong with liked the folders the way they where and now this list dont like Some people might like this and some dont why don you put out version for those who liked before and leave then,22.0,3.0,"December 12, 2019","[['before', 'update', 'i', 'loved', 'program', 'i', 'thinking', 'uninstalling', 'nothing', 'wrong', 'i', 'liked', 'folders', 'way', 'list', 'dont', 'like'], ['some', 'people', 'might', 'like', 'dont', 'put', 'version', 'liked', 'leave']]","['neutral', 'neutral']"
Horatio Baptism,wish had more customization add which buttonsoptions you want the video screen without entering settings least pop video button the video screen also wish the pop video was resizable least the ability choose size settings and had pauseplay buttons lov,28.0,1.0,"January 19, 2020","[['i', 'wish', 'customization', 'add', 'buttonsoptions', 'want', 'video', 'screen', 'without', 'entering', 'settings'], ['or', 'least', 'video', 'button', 'video', 'screen'], ['i', 'also', 'wish', 'video', 'resizable', 'least', 'ability', 'choose', 'size', 'settings', 'pauseplay', 'buttons'], ['i', 'lov']]","['Feature Request', 'Redundant/NA', 'Feature Request', 'Redundant/NA']"
Craig Barone,VLC everything Have PCs and phones seems like forever One favorite apps all time,5.0,4.0,"February 2, 2020","[['vlc', 'everything'], ['have', 'pcs', 'phones', 'seems', 'like', 'forever'], ['one', 'favorite', 'apps', 'time'], []]","['Redundant/NA', 'neutral', 'Redundant/NA', 'Redundant/NA']"
Akinyemi Ruth Abosede,can download the subtitle What could cause that,,5.0,"February 17, 2020","[['i', 'ca', 'download', 'subtitle'], ['what', 'could', 'cause']]","['Redundant/NA', 'Redundant/NA']"
Gerald Pique,First This the first app far play Vob files Secondly You can also see your video pop play while doing other things your phone There also equalizer within the App which makes favorite player all special thanks,,3.0,"February 15, 2020","[['first', 'this', 'first', 'app', 'far', 'play', 'vob', 'files'], ['secondly', 'you', 'also', 'see', 'video', 'pop', 'play', 'things', 'phone'], ['there', 'also', 'equalizer', 'within', 'app', 'makes', 'favorite', 'player'], [], ['special', 'thanks']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
